uuid,human_written_content,aigenerated_content,model,num_completion_token,num_original_token,num_prompt_token,num_iagenerated_token,original_label,source_type,ai_generated_label,article_type,pre_post_GPT,dataset_source
250a4854-b49e-4626-aa35-84d08b291472,this new searchable database provides access to technical guidelines scientific publications and ongoing research protocols from the americas and affected countries worldwide regarding the coronavirus disease covid-19 pandemic. recommendations and guidance from the pan american health organization and the world health organization are also included making it a useful platform of trusted information for decision and policy making authorities researchers health professionals and individua. ,"A new searchable database has been launched, offering access to technical guidelines, scientific publications, and ongoing research protocols related to the COVID-19 pandemic. The database includes recommendations and guidance from the Pan American Health Organization and the World Health Organization, making it a valuable resource for decision-makers, researchers, health professionals, and individuals.",gpt-3.5-turbo-0125,64,66,181,245,real,AI Machine,real,news article,pre-GPT,CoAID
c8c6da65-554f-4db6-a60b-23188d928907,"""#Repost who Can people wear masks while exercising during #COVID19?⠀ ⠀ People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀ ⠀ #coronavirus #knowthefacts https://www.instagram.com/p/CBjDugDFAyJ/?igshid=1liffq0t5noo1""","""Can people wear masks while exercising during #COVID19? It is recommended NOT to wear masks while exercising as they may impact breathing comfort. #coronavirus #knowthefacts""",gpt-3.5-turbo-0125,38,43,184,222,real,AI Machine,real,twitter post,pre-GPT,CoAID
3a871964-08a8-420d-8f2d-227a7dfe6825,who calls on industry and governments to increase manufacturing by 40 per cent to meet rising global demand the world health organization has warned that severe and mounting disruption to the global supply of personal protective equipment ppe caused by rising demand panic buying hoarding and misuse is putting lives at risk from the new coronavirus and other infectious diseases. healthcare workers rely on personal protective equipment to protect themselves and their patients from being. ,"The World Health Organization urges industry and governments to boost manufacturing by 40% to address the growing global demand for personal protective equipment (PPE). The organization expresses concerns over the severe disruptions in the global supply chain of PPE due to increased demand, panic buying, hoarding, and misuse, putting lives at risk from COVID-19 and other infectious diseases. Healthcare workers depend on PPE to safeguard themselves and patients from infection.",gpt-3.5-turbo-0125,86,77,191,277,real,AI Machine,real,news article,pre-GPT,CoAID
11c2405d-0d6e-47e9-af42-0fafe7676795,"""Yeah i mean this scenario is totally hypothetical but imo these might be the result What do you think?""","""I believe this scenario is purely hypothetical. What are your thoughts on the potential outcomes?""",gpt-3.5-turbo-0125,17,22,127,144,real,AI Machine,real,twitter post,pre-GPT,CoAID
74a132be-86de-45c7-a7cc-7a95c5a8d2ab,when its necessary to wash your hands more frequently these tips can help keep your skin from becoming dry and chapped. getty images diligent handwashing may keep germs away but it may also damage skin. washing in warm water rather than hot can keep your hands from getting dry. blotting rather than drying hands dry can keep abrasions from forming. hand sanitizer can be used temporarily in place of washing when hands are extremely chapped. all data and statistics are based on publicly. ,Tips to Prevent Dry and Chapped Skin While Washing Hands: Getty Images advises washing hands in warm water instead of hot to avoid dryness. Blotting hands dry instead of rubbing can prevent abrasions. Hand sanitizer can be used temporarily if hands are extremely chapped. All tips are based on public data and statistics.,gpt-3.5-turbo-0125,64,89,207,271,real,AI Machine,real,news article,pre-GPT,CoAID
a711c13e-333b-4c62-a9f0-0a99fa1d5ed4,"""What do these articles even mean? Like when Hilary said she would respect the results and didn’t? Did Trump ever say he wouldn’t leave lol. Like we just make up shit now""","""Do these articles even make sense? Remember when Hillary said she'd respect the results but didn't? Did Trump ever say he wouldn't leave lol. We just fabricate stories now?""",gpt-3.5-turbo-0125,37,41,145,182,real,AI Machine,real,twitter post,pre-GPT,CoAID
c4c271cf-4475-488a-8a6a-2d06dc9c50ff,another reason to wear a mask in public people are more likely to maintain their distance when they see you have one on. getty images wearing a mask can help prevent the spread of covid-19 by catching the tiny droplets that are released when we speak cough or sneeze. new research indicates that wearing a mask may also encourage people to physically distance themselves. unfortunately many americans object to wearing masks. experts say its important to educate ourselves about the fact. ,"Wearing a mask not only helps prevent the spread of COVID-19 by catching droplets, but new research shows it may also encourage others to maintain physical distance. Despite objections, experts emphasize the importance of educating ourselves on this matter to protect public health.",gpt-3.5-turbo-0125,51,86,204,255,real,AI Machine,real,news article,pre-GPT,CoAID
be4ce435-1871-480d-9952-a7ca5171ef84,geneva prevention and treatment services for noncommunicable diseases ncds have been severely disrupted since the covid-19 pandemic began according to a who survey released today. the survey which was completed by 155 countries during a 3-week period in may confirmed that the impact is global but that low income countries are most affected. this situation is of significant concern because people living with ncds are at higher risk of severe covid-19-related illness and death. the resu. ,"WHO survey reveals disruption in Geneva NCD prevention and treatment services due to COVID-19. Survey of 155 countries in May highlights global impact, with low-income nations hit hardest. Concern arises as NCD patients face higher risk of severe COVID-19 outcomes.",gpt-3.5-turbo-0125,52,80,207,259,real,AI Machine,real,news article,pre-GPT,CoAID
45cf3a9e-5818-4d50-aa4d-d85e21dd081b,"""Historically it has been to do serology or blood tests for pathogen-specific antibodies. This study suggests that this may not be as useful over time. Which brings up other than live virus re-exposure tests, if there is protection, what is the best test? again, time will tell.""","New research questions the effectiveness of serology tests for pathogen-specific antibodies over time. It raises the question of the best test for protection against re-exposure, aside from live virus tests. Time will reveal the answer.",gpt-3.5-turbo-0125,44,56,167,211,real,AI Machine,real,twitter post,pre-GPT,CoAID
8007c2ca-b4a4-4362-9f3d-1c7e470fc401,experts say covid-19 vaccine mandate might be difficult to enforce so public education or limited mandate might be better solutions. getty images experts say it appears government agencies and even employers can require people to get covid-19 vaccine once its available. however they say such mandate might be difficult to enforce so public education might be better option. another alternative would be to mandate that healthcare workers and people in high risk groups get vaccin. ,"Experts suggest that enforcing a COVID-19 vaccine mandate could be challenging, favoring public education or a limited mandate instead. While government agencies and employers may be able to require vaccination, enforcing it could prove difficult. A more feasible approach could involve mandating healthcare workers and individuals in high-risk groups to receive the vaccine.",gpt-3.5-turbo-0125,63,79,197,260,real,AI Machine,real,news article,pre-GPT,CoAID
801fb29e-a899-4311-9dc3-00563ccf4bf9,all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the number of covid-19 cases continues to rise in the u.s. the cdc have been keeping track of which groups face the greatest risk of exposure to the virus and which are most likely to experience severe symptoms of the resulting illness. in a new offic. ,"Publicly available data is being used to track the increasing number of COVID-19 cases in the U.S. The CDC is monitoring which groups are at the highest risk of exposure and experiencing severe symptoms. In a recent briefing, the CDC shared their findings. For the latest updates on the outbreak, visit the coronavirus hub and follow live updates.",gpt-3.5-turbo-0125,68,93,211,279,real,AI Machine,real,news article,pre-GPT,CoAID
8ab93347-4dd9-4223-b471-79d41595f23f,"""Again, what percentage do we need to be infected to reach herd immunity and what is the mortality rate according to you?""","""What percentage of the population needs to be infected to achieve herd immunity? And what is your estimate of the mortality rate?""",gpt-3.5-turbo-0125,24,26,131,155,real,AI Machine,real,twitter post,pre-GPT,CoAID
ec80df75-f85f-41e0-9020-c48c8d358288,this document provides summary of considerations and current centers for disease control and prevention cdc recommendations regarding testing healthcare personnel hcp for sars cov-2. this document does not apply to individuals who do not meet definition of hcp as defined below. cdc recommendations for sars cov-2 testing have been developed based on what is currently known about covid-19 and are subject to change as additional information becomes available. testing of hcp can be co. ,A summary document outlines the Centers for Disease Control and Prevention's recommendations for testing healthcare personnel (HCP) for SARS-CoV-2. The guidelines are based on current knowledge of COVID-19 and may evolve with new information. The recommendations do not extend to those who do not meet the HCP definition. Testing protocols for HCP are subject to updates as more data emerges.,gpt-3.5-turbo-0125,77,78,202,279,real,AI Machine,real,news article,pre-GPT,CoAID
406b3ec2-7a62-4460-b9ce-6e29362a314f,during the covid-19 pandemic dental emergencies 2 will arise and may require treatment by dhcp. dhcp should regularly consult their state dental boards or other regulating agencies for requirements specific to their jurisdictions as information is changing rapidly. the following dental specific recommendations should be used with cdcs interim infection prevention and control recommendations for patients with covid-19 and the interim additional guidance for outpatient and ambulatory care se. ,Dental emergencies during COVID-19 may need treatment by dentists. Dentists should check state dental boards for specific requirements as guidelines are evolving. They should follow CDC's infection control recommendations for COVID-19 patients and outpatient care.,gpt-3.5-turbo-0125,46,72,190,236,real,AI Machine,real,news article,pre-GPT,CoAID
3744dfec-100e-472c-a74c-4e9ffad4e691,"""FACT: Spraying or introducing bleach or another disinfectant into your body WILL NOT protect you against COVID-19 and can be dangerous. Stay updated with correct ways to stay safe. #LiveUpDenim #COVID19 #StayHome #StaySafe""","""Reminder: Using bleach or disinfectant on your body won't protect you from COVID-19. Stay informed on safe prevention methods. #LiveUpDenim #StaySafe""",gpt-3.5-turbo-0125,37,42,159,196,real,AI Machine,real,twitter post,pre-GPT,CoAID
d4555e24-d6cb-49fe-91b9-d624e333d668,"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. @Killybegs family health centre https://www.instagram.com/p/CAavOzbJlPa/?igshid=ydh4mbx7r7jd""","""Reminder: No licensed drugs for COVID-19 treatment or prevention. Stay informed @Killybegs family health center""",gpt-3.5-turbo-0125,25,28,161,186,real,AI Machine,real,twitter post,pre-GPT,CoAID
5039ce59-3df4-4575-8779-c379d0b75ac8,"""What is herd immunity and could it work with COVID-19? http://whdh.com/news/what-is-herd-immunity-and-could-it-work-with-covid-19/ #7News""","""What is herd immunity and its potential for COVID-19? Learn more: http://whdh.com/news/what-is-herd-immunity-and-could-it-work-with-covid-19/ #7News""",gpt-3.5-turbo-0125,44,18,148,192,real,AI Machine,real,twitter post,pre-GPT,CoAID
a2bdf1e4-07d5-4a79-87fa-57130569b89f,"sweden has seen a higher death rate than its neighbors. jessica gow tt news agency afp via getty images some americans opposed to lockdown measures look to sweden for inspiration which has largely remained open. but sweden has nt come through the pandemic unscathed. swedens per capita death rate was 36 per 100,000 which is higher than the united states at 27 and neighboring denmark at 9. all data and statistics are based on publicly available data at the time of publication. some inform. ","Sweden's death rate surpasses neighbors despite remaining open during the pandemic. The country's per capita death rate of 36 per 100,000 is higher than the United States at 27 and Denmark at 9. While some Americans look to Sweden for inspiration against lockdown measures, the data shows Sweden has not emerged unscathed from the crisis. The information is based on publicly available data at the time of reporting.",gpt-3.5-turbo-0125,84,89,221,305,real,AI Machine,real,news article,pre-GPT,CoAID
32c325bf-4895-4b52-95a3-4fba94047918,"""It is not the opinion of 21st Century Wire, it is Dr. Ioannidis presenting the results of his serology study. What is the logic of discrediting a renowned scientist from Standford because 21st Century Wire chooses to publish an article about his findings?""","""Why discredit Dr. Ioannidis from Stanford for his serology study results just because 21st Century Wire published an article on it? Let's focus on the science, not the source.""",gpt-3.5-turbo-0125,39,48,163,202,real,AI Machine,real,twitter post,pre-GPT,CoAID
0120ed08-cd61-4b8f-b6d1-7c0c19facb0a,"""Frequent Question According to https://www.who.int/news-room/q-a-detail/q-a-coronaviruses Is there a vaccine, drug or treatment for COVID-19?""","""Common query: Is there a vaccine, drug or treatment for COVID-19? Check out WHO's Q&A section for more info: https://www.who.int/news-room/q-a-detail/q-a-coronaviruses""",gpt-3.5-turbo-0125,47,20,142,189,real,AI Machine,real,twitter post,pre-GPT,CoAID
5ad51f42-79dc-4457-85a6-fa05e0435ebe,"""Get your facts straight! Does drinking alcohol protect you from COVID-19? Drinking alcohol does NOT protect you against COVID-19 and can be dangerous. Keep your eyes out for more COVID-19 Myth Busters. #qualityinsafehands #makingadifference #fulfillingpotential""","""Important reminder: Drinking alcohol does not protect against COVID-19 and can be dangerous. Stay informed and watch out for more COVID-19 Myth Busters. #COVID19 #StaySafe""",gpt-3.5-turbo-0125,39,44,165,204,real,AI Machine,real,twitter post,pre-GPT,CoAID
e854dfe4-4e9a-41db-b164-eb5c0c40701c,stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. an editorial of the journal of clinical endocrinology metabolism jcem has suggested that people who take the class of steroid hormones known as glucocorticoids may be more likely to contract covid-19 and if they do are more likely to have severe symptoms. glucocorticoids are frequently a medication doctors prescribe for chronic inflammatory diseases. ,"For the latest information on the COVID-19 pandemic, including prevention and treatment advice, visit our coronavirus hub. An editorial in the Journal of Clinical Endocrinology Metabolism warns that individuals using glucocorticoids, a type of steroid hormone, may have a higher risk of contracting COVID-19 and experiencing severe symptoms. These hormones are commonly prescribed by doctors to treat chronic inflammatory conditions.",gpt-3.5-turbo-0125,78,78,202,280,real,AI Machine,real,news article,pre-GPT,CoAID
0688f963-87aa-4298-8209-2ff318ed7882,"""Come get ""#HerdImmunity with bands who haven't been relevant since the 1990s. Brings a whole new meaning to the phrase ""death metal"". What is wrong with people and why do you want to spread #COVID__19 ?""","""Why are people attending concerts promoting #HerdImmunity with 90s bands? It's like a twisted version of ""death metal"". Let's not spread #COVID__19 willingly. Stay safe, everyone.""",gpt-3.5-turbo-0125,43,46,159,202,real,AI Machine,real,twitter post,pre-GPT,CoAID
7c44b810-51b1-4735-a696-e6014f9a1286,"""When can we expect the results of second call for IMPRESS PROJECTS? Also, when will the third call be sent out??#impresssecondcallresults #impressthirdcall #MHRD""","""When will the results of the second call for IMPRESS PROJECTS be announced? And when can we anticipate the release of the third call? #impresssecondcallresults #impressthirdcall #MHRD""",gpt-3.5-turbo-0125,45,33,149,194,real,AI Machine,real,twitter post,pre-GPT,CoAID
12e26f0c-e530-44df-9cfd-731faf8a7dc5,all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 pandemic. as cases of covid-19 continue to rise search for effective vaccine against disease continues. recent report provides encouraging results for vaccine candidate under development in russia but there are still no data showing that any vaccin. ,"Publicly available data at the time of publication shows a search for an effective COVID-19 vaccine as cases continue to rise. A recent report from Russia offers promising results for a vaccine candidate under development. However, no data yet confirm the effectiveness of any vaccine.",gpt-3.5-turbo-0125,52,79,196,248,real,AI Machine,real,news article,pre-GPT,CoAID
f52ee110-0deb-4cca-b75a-9e751f7ed8e0,"""Thank you Sir.Please let’s get the word out for God’s sake. What is it with us Americans.Everything offends us, even protecting ourselves, loved ones &amp; humanity against a mass extinction type plague? Pathetic. Who’ll inherit herd immunity?They seem not to care,a bit suicidal,yes?""","""Let's spread the word for the sake of humanity. Why are Americans offended by protecting themselves against a mass extinction type plague? Who will inherit herd immunity if they don't care? It's concerning and a bit suicidal.""",gpt-3.5-turbo-0125,45,65,172,217,real,AI Machine,real,twitter post,pre-GPT,CoAID
1537066d-d9e7-4d29-923e-534c9328cc6d,what centers for disease control and prevention cdc will provide update to media on covid-19 response. important instructions due to anticipated high volume please plan to dial in to telebriefing 15 minutes before start time. media if you would like to ask question during call press 1 on your touchtone phone. press 2 to withdraw your question. you may queue up at any time. you will hear tone to indicate your question is pending. transcript transcript. ,The Centers for Disease Control and Prevention (CDC) will be holding a media update on their response to COVID-19. The CDC advises media to dial in to a telebriefing 15 minutes before the start time due to expected high volume. Media can press 1 on their touchtone phone to ask questions during the call and press 2 to withdraw a question. They can queue up at any time and will hear a tone when their question is pending.,gpt-3.5-turbo-0125,92,83,203,295,real,AI Machine,real,news article,pre-GPT,CoAID
801a9289-0705-4495-a5f0-b2763302bd9e,restrictive measures aimed at curbing the new coronavirus pandemic have changed the lives of people all over the world in drastic ways. for this special feature we have asked readers and contributors to share their best coping strategies. what do people do to cope with the covid-19 pandemic and restrictive measures. in this special feature we present some of the top coping strategies that readers shared with us. to help support the mental well being of you and your loved ones during this diffi. ,"The COVID-19 pandemic and associated restrictions have significantly impacted people globally. In a special feature, readers and contributors share their coping strategies. The feature highlights various ways individuals are managing the challenges posed by the pandemic to support mental well-being.",gpt-3.5-turbo-0125,47,89,205,252,real,AI Machine,real,news article,pre-GPT,CoAID
b79f2240-a47b-4df8-860f-03033e9fc30d,"""What is percentage for herd immunity Laura! Now you are a Dr??? Please stop talking!""","""Hey Laura, what's the herd immunity threshold? Since when did you become a doctor? Please refrain from spreading misinformation!""",gpt-3.5-turbo-0125,25,22,124,149,real,AI Machine,real,twitter post,pre-GPT,CoAID
9697b65c-7ed4-49f7-8e4a-085e92fc19c9,people with hypochondria may find that anxiety around covid-19 can seriously affect their mental health. to help support the mental well being of you and your loved ones during this difficult time visit our dedicated hub to discover more research backed information. health anxiety or hypochondria is the irrational obsessive fear that a person has or will have a serious medical issue. doctors now also use the term illness anxiety disorder when referring to hypochondria. people with the condit. ,"Individuals suffering from hypochondria may experience heightened anxiety during the COVID-19 pandemic, leading to serious impacts on their mental health. To assist in maintaining mental well-being, a dedicated hub offers research-backed information. Hypochondria, also known as health anxiety, involves irrational fears of serious medical conditions. Health professionals now use the term ""illness anxiety disorder"" to describe this condition.",gpt-3.5-turbo-0125,78,84,204,282,real,AI Machine,real,news article,pre-GPT,CoAID
8945893f-ec56-4750-ae92-ee96340ca867,friday may 1 2020 healthday news -- many people who are seriously ill with covid-19 end up on ventilators to help them breathe but sometimes even ventilators are n't enough. that 's when a device called ecmo may help. ecmo can do the work of the lungs and in some cases the heart. ecmo stands for extracorporeal membrane oxygenation. it 's a machine that oxygenates blood using a complex circuit of pumps tubes filters and monitors. someone on ecmo has to be monitored by a team of experts an. ,"Some COVID-19 patients need more than ventilators to help them breathe. Extracorporeal membrane oxygenation (ECMO) can assist in cases where ventilators are not sufficient. ECMO acts as a temporary heart and lung support by oxygenating blood through a circuit of pumps, tubes, and filters. Patients on ECMO require constant monitoring by a specialized team of medical professionals.",gpt-3.5-turbo-0125,77,95,231,308,real,AI Machine,real,news article,pre-GPT,CoAID
64acfcb5-c3a8-40a8-a10a-3d897e31fba1,"""Myth: Drinking alcohol does not protect you against COVID-19 and can be dangerous Fact: Frequent or excessive alcohol consumption can increase your risk of health problems. Learn more from http://arcadiaprojects.org/coronavirus-disease-covid-19-advice-for-the-public-myth-busters/ #covid19 #myth #mythbusters #learn #charity #nonprofit""","""🚫 Myth: Alcohol does not protect against COVID-19
✅ Fact: Excessive alcohol can harm health
Learn more at http://arcadiaprojects.org/coronavirus-disease-covid-19-advice-for-the-public-myth-busters/ #covid19 #myth #mythbusters #learn""",gpt-3.5-turbo-0125,70,49,189,259,real,AI Machine,real,twitter post,pre-GPT,CoAID
298d5c4e-f4a0-40cd-8099-30f08a03eb00,yes. cdc recommends that you avoid all nonessential international travel because of the covid-19 pandemic. some healthcare systems are overwhelmed and there may be limited access to adequate medical care in affected areas. many countries are implementing travel restrictions and mandatory quarantines closing borders and prohibiting non citizens from entry with little advance notice. airlines have cancelled many international flights and in country travel may be unpredictable. if you choose to t. ,"The CDC advises against nonessential international travel due to the COVID-19 pandemic. Healthcare systems may be strained, limiting medical care access in affected areas. Many countries have imposed travel restrictions and border closures with short notice. Airlines have canceled numerous international flights. Domestic travel may also be uncertain.",gpt-3.5-turbo-0125,57,78,195,252,real,AI Machine,real,news article,pre-GPT,CoAID
a770825f-cd52-4b20-bdf6-c54cbeab5856,anyone in united states regardless of immigration status can get diagnostic test for covid-19 free of charge at local health center community testing site or pharmacy. many insurers have waived cost of covid-19 antibody tests meaning most people will not have to pay. sars cov-2 or novel coronavirus is new virus. in some people it can cause covid-19 respiratory disease. many people with covid-19 will experience mild symptoms and others will have no symptoms at all. ,"COVID-19 diagnostic tests are available free of charge to all individuals in the United States, regardless of their immigration status. Testing can be done at local health centers, community testing sites, or pharmacies. Most insurers have also waived the cost of COVID-19 antibody tests, ensuring minimal financial burden on individuals. The virus, SARS-CoV-2, can result in the respiratory disease COVID-19, with symptoms ranging from mild to asymptomatic in different individuals.",gpt-3.5-turbo-0125,93,81,204,297,real,AI Machine,real,news article,pre-GPT,CoAID
43a7352b-9afa-4a48-b82f-03dc0b10ea17,geneva new york 15 july 2020 world health organization and unicef warned today of alarming decline in number of children receiving life saving vaccines around world. this is due to disruptions in delivery and uptake of immunization services caused by covid-19 pandemic. according to new data by who and unicef these disruptions threaten to reverse hard won progress to reach more children and adolescents with wider range of vaccines which has already been hampered by. ,"On July 15, 2020, the World Health Organization and UNICEF issued a joint warning about a concerning drop in the number of children worldwide receiving crucial vaccines. The decline is attributed to disruptions in vaccine delivery and uptake caused by the COVID-19 pandemic. WHO and UNICEF's latest data reveals that these interruptions could undo progress in providing vaccines to more children and adolescents, a challenge already faced prior to the pandemic.",gpt-3.5-turbo-0125,87,78,202,289,real,AI Machine,real,news article,pre-GPT,CoAID
21134cdb-7be5-425f-a5b8-777408b6144e,"""What is there to be patriotic about? 60,000 dead because of gvmt in-action. Follow the science, but only if the science follows the tory herd immunity nonsense. Led by donkeys. ""","""Why be patriotic when 60,000 have died due to government inaction? Following science is crucial, but not when it aligns with herd immunity rhetoric. Leadership is lacking. #GovernmentFailure""",gpt-3.5-turbo-0125,40,36,149,189,real,AI Machine,real,twitter post,pre-GPT,CoAID
0a2fd241-8779-4698-8087-da876c4a43ca,"""#COVID19 Myth Busters: Spraying and introducing bleach or another disinfectant into your body will NOT protect you against COVID-19 and can be dangerous. Find more at the link below. @WHO""","""❌ Myth: Ingesting bleach or disinfectants can protect you from #COVID19. 🚫 The truth: It's dangerous and ineffective. Get the facts from @WHO: [link]""",gpt-3.5-turbo-0125,43,37,149,192,real,AI Machine,real,twitter post,pre-GPT,CoAID
77304755-ac47-4f0d-a036-2da386abc89b,"""Please explain what you mean by ""safely."" Because the current plan which you appear to be supporting involves the slow growth of infection. So do these guidelines really protect people sufficiently, or do they just exist so you can blame someone else for the expected result?""","""Can you clarify what you mean by ""safely""? The current plan seems to involve a gradual increase in infection rates. Do these guidelines truly ensure people's safety, or are they just a way to shift blame?""",gpt-3.5-turbo-0125,45,54,160,205,real,AI Machine,real,twitter post,pre-GPT,CoAID
63379a26-854c-4f4c-b51d-443d8f7348ed,people all around world have been recounting their experiences with long covid state of illness that lasts weeks or months longer than doctors expect. in recent bmj webinar specialists have discussed how best to support people in this situation. in recent bmj webinar specialists have discussed long covid and suggested ways forward for healthcare practitioners. as recent medical news today feature has highlighted increasing number of people around world have reported las. ,"A recent BMJ webinar addressed the growing phenomenon of long-lasting COVID-19 symptoms, known as long COVID. Specialists discussed the challenges faced by individuals with this condition and suggested ways to support them. The webinar aimed to provide guidance for healthcare professionals on how to best care for patients experiencing long COVID symptoms. This comes as an increasing number of people worldwide have reported experiencing prolonged symptoms after contracting the virus.",gpt-3.5-turbo-0125,79,76,190,269,real,AI Machine,real,news article,pre-GPT,CoAID
cee79a0b-15c4-430e-a2a1-d8c75b78e8e4,may 1 2020 -- drugs taken by millions of americans to curb high blood pressure do not appear to increase the risk of either getting covid-19 or having a more severe infection according to the results of three large new studies. ace inhibitors including drugs like lisinopril enalapril and ramipril are the most widely used high blood pressure drugs in the u.s. whether or not to leave patients on ace inhibitors or another popular class of high blood pressure medications called arbs or angio. ,"Three new studies have found that popular high blood pressure drugs like lisinopril and enalapril do not increase the risk of COVID-19 or severe infection. ACE inhibitors, widely used in the U.S., were the focus of the research. The findings provide reassurance to millions of Americans taking these medications amid the pandemic.",gpt-3.5-turbo-0125,67,86,215,282,real,AI Machine,real,news article,pre-GPT,CoAID
d9229392-fc4b-45d9-8a1f-3fa8124a8e71,"""When you put people up on a pedestal, the only thing they can do is look down. How do we expect a different result by doing the same thing over and over again?""","""When we idolize others, they can only disappoint. Why do we anticipate change when we repeat the same actions?""",gpt-3.5-turbo-0125,23,38,142,165,real,AI Machine,real,twitter post,pre-GPT,CoAID
a5fd8e6c-8c71-4124-93f2-5b89b4ddf015,what your doctor is reading on medscape.com april 04 2020 -- an expert committee has concluded that the novel coronavirus is aerosolized through talking or exhalation but it 's not yet clear if the viral particles are viable and emitted in doses sufficient to cause infection. while the current sars cov-2 specific research is limited the results of available studies are consistent with aerosolization of virus from normal breathing wrote harvey fineberg md phd chair of the national acad. ,"An expert committee suggests that the novel coronavirus can be aerosolized through talking or exhalation, but it's uncertain if the particles are infectious. Limited research on SARS-CoV-2 indicates virus aerosolization from regular breathing, according to Dr. Harvey Fineberg.",gpt-3.5-turbo-0125,56,81,210,266,real,AI Machine,real,news article,pre-GPT,CoAID
de81c507-4742-442a-b754-91b32008c0d1,nursing homes are high risk settings for outbreaks of sars cov-2 virus that causes coronavirus disease 2019 covid-19 1.2. during covid-19 pandemic u.s. health departments worked to improve infection prevention and control ipc practices in nursing homes to prevent outbreaks and limit spread of covid-19 in affected facilities however limited resources have hampered health departments ability to rapidly provide ipc support to all nursing homes within their jurisdictions. sinc. ,"Nursing homes are at high risk for COVID-19 outbreaks. US health departments aimed to enhance infection control practices in these facilities during the pandemic. However, limited resources have hindered rapid support for all nursing homes.",gpt-3.5-turbo-0125,44,71,202,246,real,AI Machine,real,news article,pre-GPT,CoAID
5d6404ab-9f04-487c-8656-c3754ba61528,what your doctor is reading on medscape.com april 14 2020 -- wang weici md deputy chief of vascular surgery at wuhan union hospital west campus china graduated from medical school in 2012. but on january 27 she began her training anew. this early in the fight no one knew how much her skills old and new would be needed. or how perilous and challenging the days ahead would become for wang and her colleagues. now after more than 2 months the city of wuhan has ended its lockdown. b. ,"Wang Weici, MD, Deputy Chief of Vascular Surgery at Wuhan Union Hospital West Campus, China, graduated from medical school in 2012. In January 27, she started retraining due to the COVID-19 outbreak. As Wuhan ends its lockdown after over two months, Wang and her colleagues faced uncertain and challenging times, highlighting the importance of their skills.",gpt-3.5-turbo-0125,77,94,220,297,real,AI Machine,real,news article,pre-GPT,CoAID
a8b5ba42-ddc0-4a41-b040-3d805830d3d3,what your doctor is reading on medscape.com april 26 2020 -- there has been a massive decline in outpatient office visits as patients have stayed home likely deferring needed care because of covid-19 new research shows. the number of visits to ambulatory practices dropped by a whopping 60 in mid march and continues to be down by at least 50 since early february according to new data compiled and analyzed by harvard university and phreesia a healthcare technology company. phreesia. ,"A recent study reveals a significant decrease in outpatient office visits as patients avoid seeking care due to COVID-19. Research by Harvard University and Phreesia, a healthcare technology company, shows a 60 drop in visits to ambulatory practices in mid-March, with numbers remaining at least 50 lower since early February.",gpt-3.5-turbo-0125,64,83,211,275,real,AI Machine,real,news article,pre-GPT,CoAID
b5db8656-5c69-4b04-8c49-dccbc96ff224,"""Can people wear masks while exercising during COVID-19? People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. (منظمة الصحة العالمية) ""","""Wondering if you should wear a mask while exercising during COVID-19? According to the WHO, it's best not to as masks can restrict breathing comfort. #COVID19 #WHO""",gpt-3.5-turbo-0125,39,33,152,191,real,AI Machine,real,twitter post,pre-GPT,CoAID
40203040-4db5-4ec8-95ef-efb4d955a879,since late january 2020 who has been providing support to the response to covid-19 of the government of the islamic republic of afghanistan in the following areas training of health workers in infection prevention and control. health information and screening at the points of entry. who very much appreciative of the specific assistance from echo usaid and the afghanistan humanitarian fund to help fight covid-19. ,"Since late January 2020, Echo, USAID, and the Afghanistan Humanitarian Fund have been supporting Afghanistan's COVID-19 response. They are assisting in training health workers, providing health information and screening at entry points. The government of Afghanistan appreciates their specific assistance in combating the pandemic.",gpt-3.5-turbo-0125,59,68,193,252,real,AI Machine,real,news article,pre-GPT,CoAID
a9f9df84-ba5b-44b2-915c-8313f5f1a411,"""@IIM_I Many IIMs have declared the results of PGP 2018-20 . When can we expect the results please ?""","""@IIM_I Numerous IIMs have released PGP 2018-20 results. When can we anticipate the results, please?""",gpt-3.5-turbo-0125,28,22,136,164,real,AI Machine,real,twitter post,pre-GPT,CoAID
1dfd82de-b3e1-4079-a4e7-d519e08dd315,veterans may experience worry or anxiety about their risk for contracting covid-19 or about their ability to get recommended care. fear or concern about the impact of covid-19 on physical health and daily life may contribute to the onset of or worsen existing mental health problems. in addition the covid-19 pandemic may increase stress for many service members and veterans making an already challenging transition from military to civilian life because access to resources may be limited. learn. ,"Veterans may be anxious about their COVID-19 risk and access to care, which could worsen mental health issues. The pandemic adds stress to transitioning service members and veterans due to limited resources.",gpt-3.5-turbo-0125,39,82,202,241,real,AI Machine,real,news article,pre-GPT,CoAID
